Author,Latitude,Longitude,Biome,Ecosystem_type,Ecosystem_state,Rs_annual,Rh_annual,Rs_growingseason,Year,SPEI12,SPEI24,SPEI12_y1,SPEI24_y1,Tair,Tsoil_lev1,Tsoil_lev2,VWC_lev1,VWC_lev2,Precip,LAI_high,LAI_low,Soil_type_number,Soil_type_name,Veg_type_hi,Veg_type_low,MODIS_NPP,MODIS_GPP
Tao,31.85,117.3,Temperate,Urban,Managed,938.05,NA,NA,2012,-0.445,-0.647,-0.282,-0.169,16.3,16.99,16.98,0.305,0.302,33.61,1.84,2.09,2,Loamy sand,19,10,NA,NA
Tao,31.85,117.3,Temperate,Urban,Managed,1029.3,NA,NA,2012,-0.445,-0.647,-0.282,-0.169,16.3,16.99,16.98,0.305,0.302,33.61,1.84,2.09,2,Loamy sand,19,10,NA,NA
Berryman,40,-105.5,Temperate,Forest,Managed,609,NA,NA,2005,0.319,0.364,0.234,-0.214,1.69,4.47,4.41,0.306,0.312,23.59,3.61,2.75,2,Loamy sand,5,16,404,597.8
Berryman,40,-105.5,Temperate,Forest,Managed,653,NA,NA,2005,0.319,0.364,0.234,-0.214,1.69,4.47,4.41,0.306,0.312,23.59,3.61,2.75,2,Loamy sand,5,16,404,597.8
Berryman,40,-105.5,Temperate,Forest,Managed,701,NA,NA,2005,0.319,0.364,0.234,-0.214,1.69,4.47,4.41,0.306,0.312,23.59,3.61,2.75,2,Loamy sand,5,16,404,597.8
Osipov,62.02,50.47,Boreal,Forest,Unmanaged,NA,NA,1.28,2011,-1.825,-2.211,-0.367,-0.1,2.33,5.53,5.38,0.214,0.21,19.57,3.96,2.12,1,Sand,3,17,536.3,909.5
Osipov,62.02,50.47,Boreal,Forest,Unmanaged,NA,NA,1.56,2012,-0.217,-1.971,-1.825,-2.211,1.35,5.53,5.45,0.234,0.235,26.78,3.96,2.12,1,Sand,3,17,518.6,886.9
Osipov,62.02,50.47,Boreal,Forest,Unmanaged,NA,NA,1.65,2013,-0.108,-0.972,-0.217,-1.971,2.35,5.76,5.69,0.212,0.208,20.21,3.96,2.12,1,Sand,3,17,497.2,897.4
Liu,37.7,107.22,NA,Desert,Unmanaged,259,NA,0.92,2013,-0.584,-0.419,0.038,-0.492,9.5,10.81,10.47,0.088,0.185,13.08,0,0.53,2,Loamy sand,0,11,171.6,270.2
Liu,37.7,107.22,NA,Desert,Unmanaged,258,NA,0.92,2013,-0.584,-0.419,0.038,-0.492,9.5,10.81,10.47,0.088,0.185,13.08,0,0.53,2,Loamy sand,0,11,171.6,270.2
Liu,37.7,107.22,NA,Desert,Unmanaged,251,NA,0.91,2013,-0.584,-0.419,0.038,-0.492,9.5,10.81,10.47,0.088,0.185,13.08,0,0.53,2,Loamy sand,0,11,171.6,270.2
Liu,37.7,107.22,NA,Desert,Unmanaged,169,NA,0.59,2013,-0.584,-0.419,0.038,-0.492,9.5,10.81,10.47,0.088,0.185,13.08,0,0.53,2,Loamy sand,0,11,171.6,270.2
Huang,23.15,112.5,Subtropical,Forest,Unmanaged,1022,766.5,NA,2010,-0.234,-0.796,-0.927,-1.64,21.17,21.54,21.57,0.394,0.401,63.87,4.53,2.83,3,Sandy loam,18,10,1088.7,2095.6
Huang,23.15,112.5,Subtropical,Forest,Unmanaged,978.2,613.2,NA,2011,-1.131,-0.947,-0.234,-0.796,20.58,21.08,21.09,0.361,0.365,48.73,4.53,2.83,3,Sandy loam,18,10,1152.1,2158.1
Huang,23.15,112.5,Subtropical,Forest,Unmanaged,1073.1,788.4,NA,2010,-0.234,-0.796,-0.927,-1.64,21.17,21.54,21.57,0.394,0.401,63.87,4.53,2.83,3,Sandy loam,18,10,1088.7,2095.6
Huang,23.15,112.5,Subtropical,Forest,Unmanaged,1003.75,624.15,NA,2011,-1.131,-0.947,-0.234,-0.796,20.58,21.08,21.09,0.361,0.365,48.73,4.53,2.83,3,Sandy loam,18,10,1152.1,2158.1
Huang,23.15,112.5,Subtropical,Forest,Unmanaged,1102.3,843.15,NA,2010,-0.234,-0.796,-0.927,-1.64,21.17,21.54,21.57,0.394,0.401,63.87,4.53,2.83,3,Sandy loam,18,10,1088.7,2095.6
Huang,23.15,112.5,Subtropical,Forest,Unmanaged,1164.35,751.9,NA,2011,-1.131,-0.947,-0.234,-0.796,20.58,21.08,21.09,0.361,0.365,48.73,4.53,2.83,3,Sandy loam,18,10,1152.1,2158.1
Jennings,44.73,-78.34,Temperate,Forest,Unmanaged,640,NA,NA,2014,0.549,0.759,0.433,0.127,5.27,7.45,7.38,0.248,0.248,33.1,4.9,1.92,1,Sand,18,1,686.5,1194.4
Guo,26.2,117.6,Subtropical,Forest,Managed,1421,NA,NA,2011,-1.153,-0.806,0.112,-0.767,17.63,17.84,17.8,0.421,0.43,42.56,4.81,2.98,4,Silt loam,3,10,613.2,1762.1
Guo,26.2,117.6,Subtropical,Forest,Managed,837,NA,NA,2011,-1.153,-0.806,0.112,-0.767,17.63,17.84,17.8,0.421,0.43,42.56,4.81,2.98,4,Silt loam,3,10,613.2,1762.1
Guo,26.2,117.6,Subtropical,Forest,Managed,907,NA,NA,2011,-1.153,-0.806,0.112,-0.767,17.63,17.84,17.8,0.421,0.43,42.56,4.81,2.98,4,Silt loam,3,10,613.2,1762.1
Yu,45.6,123.85,Temperate,Grassland,Unmanaged,NA,NA,0.4,2011,-0.432,-0.325,-0.109,-0.276,5.46,8.41,8.27,0.291,0.271,14.05,1.64,1.59,3,Sandy loam,19,1,186.6,321.6
Yu,45.6,123.85,Temperate,Grassland,Unmanaged,NA,NA,1.47,2011,-0.432,-0.325,-0.109,-0.276,5.46,8.41,8.27,0.291,0.271,14.05,1.64,1.59,3,Sandy loam,19,1,186.6,321.6
Yu,45.6,123.85,Temperate,Grassland,Unmanaged,NA,NA,1.48,2011,-0.432,-0.325,-0.109,-0.276,5.46,8.41,8.27,0.291,0.271,14.05,1.64,1.59,3,Sandy loam,19,1,186.6,321.6
Yu,45.6,123.85,Temperate,Grassland,Unmanaged,NA,NA,2.38,2011,-0.432,-0.325,-0.109,-0.276,5.46,8.41,8.27,0.291,0.271,14.05,1.64,1.59,3,Sandy loam,19,1,186.6,321.6
Yu,45.6,123.85,Temperate,Grassland,Unmanaged,NA,NA,2.76,2011,-0.432,-0.325,-0.109,-0.276,5.46,8.41,8.27,0.291,0.271,14.05,1.64,1.59,3,Sandy loam,19,1,186.6,321.6
Ling,32,118.05,Subtropical,Grassland,Unmanaged,540,NA,NA,2011,-0.63,-0.413,0.144,-0.349,15.82,16.45,16.4,0.303,0.3,39.67,0.19,2.59,2,Loamy sand,0,10,393.2,979.7
Ling,32,118.05,Subtropical,Grassland,Unmanaged,1200,NA,NA,2011,-0.63,-0.413,0.144,-0.349,15.82,16.45,16.4,0.303,0.3,39.67,0.19,2.59,2,Loamy sand,0,10,393.2,979.7
Ling,32,118.05,Subtropical,Grassland,Unmanaged,1190,NA,NA,2011,-0.63,-0.413,0.144,-0.349,15.82,16.45,16.4,0.303,0.3,39.67,0.19,2.59,2,Loamy sand,0,10,393.2,979.7
Ling,32,118.05,Subtropical,Grassland,Unmanaged,1200,NA,NA,2012,-0.443,-0.848,-0.63,-0.413,15.82,16.41,16.41,0.319,0.316,37.1,0.19,2.59,2,Loamy sand,0,10,433.7,959.2
Ling,32,118.05,Subtropical,Grassland,Unmanaged,1670,NA,NA,2012,-0.443,-0.848,-0.63,-0.413,15.82,16.41,16.41,0.319,0.316,37.1,0.19,2.59,2,Loamy sand,0,10,433.7,959.2
Ling,32,118.05,Subtropical,Grassland,Unmanaged,1180,NA,NA,2012,-0.443,-0.848,-0.63,-0.413,15.82,16.41,16.41,0.319,0.316,37.1,0.19,2.59,2,Loamy sand,0,10,433.7,959.2
Liu,27.7,117.45,Subtropical,Forest,Unmanaged,1274.7,NA,NA,2008,-1.977,-1.628,-1.475,-0.616,16.17,16.38,16.4,0.447,0.452,64.04,3.88,1.14,4,Silt loam,19,0,623.1,1779.8
Liu,27.7,117.45,Subtropical,Forest,Unmanaged,753.8,NA,NA,2008,-1.977,-1.628,-1.475,-0.616,16.17,16.38,16.4,0.447,0.452,64.04,3.88,1.14,4,Silt loam,19,0,623.1,1779.8
Liu,27.7,117.45,Subtropical,Forest,Unmanaged,842.7,NA,NA,2008,-1.977,-1.628,-1.475,-0.616,16.17,16.38,16.4,0.447,0.452,64.04,3.88,1.14,4,Silt loam,19,0,623.1,1779.8
Brando,-12.24,-52.87,Tropical,Savanna,Unmanaged,1035.37,NA,NA,2011,0.761,-1.768,-0.187,-1.375,25.52,26,26,0.39,0.394,63.74,5.89,0,4,Silt loam,6,0,1137.3,2834.5
Brando,-12.24,-52.87,Tropical,Savanna,Unmanaged,945.9,NA,NA,2012,0.535,-1.482,0.761,-1.768,25.84,26.36,26.32,0.391,0.39,47.88,5.89,0,4,Silt loam,6,0,1156.9,2920.9
Brando,-12.24,-52.87,Tropical,Savanna,Unmanaged,682.9,NA,NA,2013,0.185,-1.826,0.535,-1.482,25.62,26.11,26.12,0.403,0.401,70.81,5.89,0,4,Silt loam,6,0,1192.1,2973.4
Hou,45.1,120.3,Temperate,Grassland,Unmanaged,785,NA,NA,2012,0.738,0.294,-0.248,-0.642,2.06,4.2,3.81,0.273,0.264,20.81,4.86,1.95,2,Loamy sand,18,1,429.6,761.5
Hou,45.1,120.3,Temperate,Grassland,Unmanaged,733,NA,NA,2013,1.022,0.992,0.738,0.294,2.69,5.22,5.04,0.294,0.281,16.59,4.86,1.95,2,Loamy sand,18,1,448.2,785.4
Hou,45.1,120.3,Temperate,Grassland,Unmanaged,847,NA,NA,2014,0.372,0.782,1.022,0.992,3.98,4.62,4.4,0.267,0.254,15.13,4.86,1.95,2,Loamy sand,18,1,450.9,757.8
Hou,43.6,116.7,Temperate,Grassland,Unmanaged,671,NA,NA,2012,0.005,-0.244,-0.505,-0.84,0.23,3.98,3.61,0.268,0.25,18.4,0,1.37,2,Loamy sand,0,2,350.6,542.4
Hou,43.6,116.7,Temperate,Grassland,Unmanaged,847,NA,NA,2013,0.674,0.484,0.005,-0.244,1.89,5.51,5.42,0.268,0.256,13.05,0,1.37,2,Loamy sand,0,2,330.5,513.4
Hou,43.6,116.7,Temperate,Grassland,Unmanaged,563,NA,NA,2014,-0.386,0.247,0.674,0.484,3.75,4.94,4.67,0.243,0.226,13.06,0,1.37,2,Loamy sand,0,2,304.3,455.6
Hou,41.8,111.9,Temperate,Grassland,Unmanaged,610,NA,NA,2012,-0.112,-0.407,-0.637,-0.804,3.21,6.03,5.69,0.237,0.226,14.1,0,0.95,2,Loamy sand,0,2,236.1,358.9
Hou,41.8,111.9,Temperate,Grassland,Unmanaged,371,NA,NA,2013,0.298,0.186,-0.112,-0.407,4.98,7.38,7.21,0.213,0.198,9.59,0,0.95,2,Loamy sand,0,2,204.8,313.6
Hou,41.8,111.9,Temperate,Grassland,Unmanaged,242,NA,NA,2014,-0.648,-0.173,0.298,0.186,5.68,7.37,7.11,0.216,0.198,10.4,0,0.95,2,Loamy sand,0,2,137.4,203.4
Yan,48.1,129.1,Temperate,Forest,Unmanaged,NA,NA,0.58,2014,-0.119,1.009,0.039,0.526,0.89,6.21,6.14,0.363,0.362,26.08,4.57,0.64,3,Sandy loam,18,0,615.1,1052.3
Ito,40.65,140.5,Temperate,Forest,Managed,739,NA,NA,2007,-0.321,-0.763,-0.718,-0.344,9.87,10.6,10.57,0.375,0.376,44.96,2.96,3.14,2,Loamy sand,19,1,542.4,850.4
Ito,40.65,140.5,Temperate,Forest,Managed,533,NA,NA,2008,-1.518,-1.512,-0.321,-0.763,10.09,11.14,11.1,0.363,0.362,39.78,2.96,3.14,2,Loamy sand,19,1,566.6,885.2
Ito,40.65,140.5,Temperate,Forest,Managed,741,NA,NA,2009,-0.052,-1.23,-1.518,-1.512,9.85,11,11.01,0.377,0.38,49.45,2.96,3.14,2,Loamy sand,19,1,493.2,755
Noh,37.6,127.2,Temperate,Forest,Managed,1277.64,NA,NA,2011,0.998,0.569,-0.015,-0.576,10.62,10.83,10.68,0.426,0.425,56.96,2.76,3.35,4,Silt loam,19,10,451.7,724.4
Noh,37.6,127.2,Temperate,Forest,Managed,1084.86,NA,NA,2012,0.849,1.155,0.998,0.569,10.74,11.22,11.14,0.431,0.436,50.6,2.76,3.35,4,Silt loam,19,10,557.4,917.9
He,26.85,106.8,Subtropical,Forest,Unmanaged,567,275.94,NA,2012,-1.027,-1.66,-1.28,-1.747,13.06,14.28,14.29,0.465,0.467,56.12,0,2.06,4,Silt loam,0,1,975.8,1586.3
Sihota,47.47,-94.88,Temperate,Forest,Managed,1058.4,NA,NA,2012,-1.154,-0.426,0.524,0.037,6.77,7.94,7.92,0.215,0.211,23.05,4.06,2.96,1,Sand,3,1,NA,NA
Makhnykina,60,90,Boreal,Forest,Natural,NA,NA,0.42,2013,-0.531,-1.829,-1.442,-1.184,-0.52,4.39,4.29,0.223,0.219,27.13,3.63,0,1,Sand,19,0,380.6,595.6
Makhnykina,60,90,Boreal,Forest,Natural,NA,NA,2.68,2013,-0.531,-1.829,-1.442,-1.184,-0.52,4.39,4.29,0.223,0.219,27.13,3.63,0,1,Sand,19,0,380.6,595.6
Makhnykina,60,90,Boreal,Forest,Natural,NA,NA,2.71,2013,-0.531,-1.829,-1.442,-1.184,-0.52,4.39,4.29,0.223,0.219,27.13,3.63,0,1,Sand,19,0,380.6,595.6
Makhnykina,60,90,Boreal,Forest,Natural,NA,NA,3.2,2013,-0.531,-1.829,-1.442,-1.184,-0.52,4.39,4.29,0.223,0.219,27.13,3.63,0,1,Sand,19,0,380.6,595.6
Makhnykina,60,90,Boreal,Forest,Natural,NA,NA,4.39,2013,-0.531,-1.829,-1.442,-1.184,-0.52,4.39,4.29,0.223,0.219,27.13,3.63,0,1,Sand,19,0,380.6,595.6
Masyagina,64,100,Boreal,Forest,Natural,NA,NA,2.2,2010,-0.351,0.258,0.495,1.206,-9.91,-0.32,-0.48,0.353,0.346,16.67,3.09,0.87,2,Loamy sand,4,9,325.3,460.9
Masyagina,64,100,Boreal,Forest,Natural,NA,NA,1.51,2010,-0.351,0.258,0.495,1.206,-9.91,-0.32,-0.48,0.353,0.346,16.67,3.09,0.87,2,Loamy sand,4,9,325.3,460.9
Masyagina,64,100,Boreal,Forest,Natural,NA,NA,2.85,2010,-0.351,0.258,0.495,1.206,-9.91,-0.32,-0.48,0.353,0.346,16.67,3.09,0.87,2,Loamy sand,4,9,325.3,460.9
Masyagina,64,100,Boreal,Forest,Natural,NA,NA,1.98,2010,-0.351,0.258,0.495,1.206,-9.91,-0.32,-0.48,0.353,0.346,16.67,3.09,0.87,2,Loamy sand,4,9,325.3,460.9
Goncharova,55.708,37.526,Boreal,Forest,Managed,576.7,NA,NA,2014,-0.598,0.227,1.143,0.749,6.29,7.9,7.83,0.297,0.284,14.98,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,553.6,NA,NA,2015,-1.296,-1.592,-0.598,0.227,6.55,7.42,7.33,0.323,0.313,20.32,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,867.3,NA,NA,2016,-0.289,-1.237,-1.296,-1.592,5.78,7.37,7.24,0.343,0.339,25.55,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,890.6,NA,NA,2017,0.353,0.122,-0.289,-1.237,5.51,7.04,7.03,0.348,0.341,23.71,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,496.4,NA,NA,2014,-0.598,0.227,1.143,0.749,6.29,7.9,7.83,0.297,0.284,14.98,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,477.3,NA,NA,2015,-1.296,-1.592,-0.598,0.227,6.55,7.42,7.33,0.323,0.313,20.32,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,690,NA,NA,2016,-0.289,-1.237,-1.296,-1.592,5.78,7.37,7.24,0.343,0.339,25.55,0.41,2.56,2,Loamy sand,0,1,NA,NA
Goncharova,55.708,37.526,Boreal,Forest,Managed,748.25,NA,NA,2017,0.353,0.122,-0.289,-1.237,5.51,7.04,7.03,0.348,0.341,23.71,0.41,2.56,2,Loamy sand,0,1,NA,NA
Mashika,62.28,50.67,Boreal,Forest,Natural,NA,NA,2.618,2002,-0.094,-0.736,-0.851,-0.899,-0.26,3.89,3.85,0.225,0.223,23.66,3.9,1.79,1,Sand,3,17,329.2,520.2
Mashika,62.28,50.67,Boreal,Forest,Natural,NA,NA,2.7,2003,-0.262,-0.297,-0.094,-0.736,1.94,5.13,5.05,0.226,0.223,21.6,3.9,1.79,1,Sand,3,17,369.3,632.4
Ivanov,43.63,132.25,Boreal,Forest,Natural,NA,NA,5.18,2014,-0.533,0.555,1.276,0.824,4.31,5.95,5.64,0.352,0.347,21.43,4.48,0.65,2,Loamy sand,18,0,842,1422.7
Ivanov,43.63,132.25,Boreal,Forest,Natural,NA,NA,3.75,2015,0.042,-0.415,-0.533,0.555,4.8,6.92,6.89,0.358,0.355,25.53,4.48,0.65,2,Loamy sand,18,0,804.2,1363.5
Ivanov,43.63,132.25,Boreal,Forest,Natural,NA,NA,4.74,2016,0.753,0.539,0.042,-0.415,4.15,6.39,6.15,0.376,0.363,28.46,4.48,0.65,2,Loamy sand,18,0,817.8,1320.4
Wang,31.6,119.02,Subtropical,Forest,Managed,NA,407,NA,2013,-0.759,-0.768,-0.327,-0.759,16.68,17.26,17.23,0.307,0.31,37.26,2.47,2.6,2,Loamy sand,19,10,639.4,1409.5
Comeau,22.45,114.18,Subtropical,Forest,Unmanaged,1110,600,NA,2017,1.324,1.899,1.524,0.619,22.54,23.2,23.22,0.318,0.322,61.28,4.64,2.48,3,Sandy loam,3,10,NA,NA
Comeau,22.45,114.18,Subtropical,Forest,Unmanaged,NA,115,NA,2017,1.324,1.899,1.524,0.619,22.54,23.2,23.22,0.318,0.322,61.28,4.64,2.48,3,Sandy loam,3,10,NA,NA
Comeau,22.45,114.18,Subtropical,Forest,Unmanaged,610,480,NA,2017,1.324,1.899,1.524,0.619,22.54,23.2,23.22,0.318,0.322,61.28,4.64,2.48,3,Sandy loam,3,10,NA,NA
Comeau,22.45,114.18,Subtropical,Forest,Unmanaged,610,300,NA,2017,1.324,1.899,1.524,0.619,22.54,23.2,23.22,0.318,0.322,61.28,4.64,2.48,3,Sandy loam,3,10,NA,NA
Han,37.76,118.99,Temperate,Wetland,Natural,1160.7,NA,5.12,2012,0.691,0.802,0.555,0.441,12.99,14.55,14.27,0.153,0.191,18.55,0.91,2.65,1,Sand,0,1,444.2,793.1
Han,37.76,118.99,Temperate,Wetland,Natural,1175.3,NA,5.11,2013,0.48,0.761,0.691,0.802,13.1,14.49,14.32,0.15,0.186,20.45,0.91,2.65,1,Sand,0,1,434.8,791.1
Han,37.76,118.99,Temperate,Wetland,Natural,846.8,NA,3.18,2014,-0.885,-0.332,0.48,0.761,14.21,15.92,15.79,0.11,0.15,14.22,0.91,2.65,1,Sand,0,1,460.8,870.2
Han,37.76,118.99,Temperate,Wetland,Natural,1003.8,NA,4.32,2015,-1.493,-1.71,-0.885,-0.332,13.82,15.49,15.3,0.133,0.17,16.51,0.91,2.65,1,Sand,0,1,480.3,914.4
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,4.29,2005,0.309,-0.173,-0.582,-0.972,5.68,7.35,7.3,0.368,0.37,41.7,2.97,3.11,2,Loamy sand,19,1,719.7,1166.2
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,4.83,2006,0.659,0.706,0.309,-0.173,6.45,8.15,8.14,0.357,0.356,34.05,2.97,3.11,2,Loamy sand,19,1,597.7,1017.6
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,6,2007,-0.577,0.163,0.659,0.706,7.37,8.3,8.34,0.37,0.368,37.24,2.97,3.11,2,Loamy sand,19,1,657.7,1107.6
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,5.2,2008,-0.161,-0.431,-0.577,0.163,7.49,7.95,7.85,0.375,0.376,33.81,2.97,3.11,2,Loamy sand,19,1,685.6,1165.4
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,4.07,2009,-0.024,0.009,-0.161,-0.431,6.81,8.12,8.12,0.369,0.368,35.77,2.97,3.11,2,Loamy sand,19,1,781.7,1336.9
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,3.91,2010,0.74,0.496,-0.024,0.009,5.77,7.32,7.25,0.377,0.378,42.77,2.97,3.11,2,Loamy sand,19,1,743.2,1240.6
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,3.43,2011,0.713,0.98,0.74,0.496,7.03,7.68,7.66,0.365,0.364,32.66,2.97,3.11,2,Loamy sand,19,1,760.4,1276.4
Acosta,49.5,18.54,Temperate,Forest,Natural,NA,NA,3.48,2012,-0.688,0.166,0.713,0.98,6.87,8.25,8.22,0.36,0.358,33.67,2.97,3.11,2,Loamy sand,19,1,622.9,1066.8
Li,30.23,119.7,Subtropical,Forest,Managed,1188.28,756.86,NA,2015,0.946,0.282,-0.444,-0.626,16.39,16.45,16.43,0.443,0.449,69.58,3.35,3.12,4,Silt loam,19,10,NA,NA
Minkkinen,60.65,24.36,Boreal,Forest,Managed,577.64,336.27,NA,2005,1.041,1.05,0.212,-1.331,5.18,6.63,6.54,0.353,0.354,23.35,4.09,0,2,Loamy sand,3,0,591.7,968
Minkkinen,60.65,24.36,Boreal,Forest,Managed,577.36,336.27,NA,2006,-0.899,0.134,1.041,1.05,5.57,7.46,7.37,0.332,0.334,21.58,4.09,0,2,Loamy sand,3,0,578.3,965.5
Kandel,57.23,9.84,Boreal,Wetland,Natural,180,NA,NA,2014,0.212,0.205,0.062,0.472,10.17,10.48,10.43,0.228,0.227,28.71,3.12,2.61,1,Sand,19,1,736.9,1197.4
Chen,36.96,100.86,Alpine,Grassland,Managed,1419.12,756.86,NA,2012,0.627,0.676,0.292,0.779,0.59,3.25,3.06,0.352,0.342,18.37,0,2.08,3,Sandy loam,0,2,402.6,587.7
Chen,36.96,100.86,Alpine,Grassland,Managed,1702.94,756.86,NA,2013,-1.491,-0.76,0.627,0.676,1.45,3.92,3.72,0.306,0.295,14.33,0,2.08,3,Sandy loam,0,2,447.4,653.4
Horel,46.85,17.46,Temperate,Agriculture,Managed,NA,NA,1.71,2017,-0.384,-0.114,0.157,0.775,11.74,11.97,11.86,0.426,0.421,24.51,2.74,3.07,4,Silt loam,19,1,627.6,1144.3
Deng,23.17,112.17,Subtropical,Forest,Natural,1010.41,605.49,NA,2014,0.055,0.553,0.729,0.585,21.69,22.01,22,0.341,0.344,50.48,2.59,3.37,4,Silt loam,19,10,1202.8,2696.4
Bobrik,65.33,72.92,Boreal,Peatland,Natural,NA,NA,0.25,2010,0.282,0.64,0.486,0.614,-7.07,1.48,1.11,0.664,0.657,19.53,0,3.39,6,Sandy clay loam,0,13,181.3,295.4
Bobrik,65.33,72.92,Boreal,Peatland,Natural,NA,NA,0.24,2011,0.479,0.645,0.282,0.64,-2.56,2.64,2.3,0.641,0.641,18.88,0,3.39,6,Sandy clay loam,0,13,259.9,411.1
Bobrik,65.33,72.92,Boreal,Peatland,Natural,NA,NA,0.69,2013,-0.859,-0.966,-0.53,0.06,-4.91,2.47,2.14,0.627,0.63,18.63,0,3.39,6,Sandy clay loam,0,13,221.3,379.7
Bobrik,65.33,72.92,Boreal,Peatland,Natural,NA,NA,0.38,2015,1.495,1.556,0.946,0.21,-3.88,2.71,2.49,0.634,0.636,21.41,0,3.39,6,Sandy clay loam,0,13,234,391.9
Bobrik,65.45,72.89,Boreal,Peatland,Natural,NA,NA,0.69,2010,0.156,0.456,0.311,0.428,-7.22,1.01,0.88,0.25,0.246,19.4,1.18,3.38,1,Sand,0,13,187.2,317.8
Bobrik,65.45,72.89,Boreal,Peatland,Natural,NA,NA,0.63,2011,0.662,0.669,0.156,0.456,-2.72,2.33,2.23,0.241,0.238,19.47,1.18,3.38,1,Sand,0,13,276.6,443.1
Bobrik,65.45,72.89,Boreal,Peatland,Natural,NA,NA,0.57,2013,-0.884,-0.671,-0.186,0.416,-5.1,2.36,2.22,0.223,0.225,18.13,1.18,3.38,1,Sand,0,13,227.2,415
Bobrik,65.45,72.89,Boreal,Peatland,Natural,NA,NA,0.41,2015,1.644,1.635,0.872,0.166,-4.05,2.51,2.45,0.227,0.226,21.24,1.18,3.38,1,Sand,0,13,227.8,395.4
Bobrik,65.45,73.02,Boreal,Forest,Natural,NA,NA,1.26,2010,0.156,0.456,0.311,0.428,-7.26,1.01,0.83,0.345,0.341,19.47,1.18,3.34,1,Sand,0,13,118.5,181.4
Bobrik,65.45,73.02,Boreal,Forest,Natural,NA,NA,1.29,2011,0.662,0.669,0.156,0.456,-2.75,2.31,2.15,0.335,0.332,19.47,1.18,3.34,1,Sand,0,13,193.3,294.2
Bobrik,65.45,73.02,Boreal,Forest,Natural,NA,NA,1.99,2013,-0.884,-0.671,-0.186,0.416,-5.13,2.33,2.15,0.315,0.317,18.21,1.18,3.34,1,Sand,0,13,162.3,257.4
Bobrik,65.45,73.02,Boreal,Forest,Natural,NA,NA,2.56,2015,1.644,1.635,0.872,0.166,-4.08,2.48,2.38,0.321,0.32,21.34,1.18,3.34,1,Sand,0,13,157.9,249.8
Bobrik,65.33,72.87,Boreal,Wetland,Natural,NA,NA,1.23,2011,0.546,0.641,0.219,0.585,-2.56,2.64,2.3,0.641,0.641,18.88,0,3.39,6,Sandy clay loam,0,13,263.7,418.3
Bobrik,65.33,72.87,Boreal,Wetland,Natural,NA,NA,0.66,2013,-0.914,-0.983,-0.455,0.143,-4.91,2.47,2.14,0.627,0.63,18.63,0,3.39,6,Sandy clay loam,0,13,228.5,379.8
Bobrik,65.33,72.87,Boreal,Wetland,Natural,NA,NA,1.64,2015,1.507,1.561,0.894,0.128,-3.88,2.71,2.49,0.634,0.636,21.41,0,3.39,6,Sandy clay loam,0,13,247.8,412
Zhang,30.23,119.7,Subtropical,Forest,Managed,815.45,NA,NA,2016,1.279,1.356,0.946,0.282,17.14,17.27,17.23,0.442,0.447,54.17,3.35,3.12,4,Silt loam,19,10,NA,NA
Zhang,30.23,119.7,Subtropical,Forest,Managed,845.45,NA,NA,2017,0.412,1.036,1.279,1.356,17.08,17.19,17.2,0.434,0.439,52.65,3.35,3.12,4,Silt loam,19,10,NA,NA
Zhang,30.23,119.7,Subtropical,Forest,Managed,818.18,NA,NA,2018,-0.279,-0.042,0.412,1.036,17,17.28,17.26,0.438,0.441,44.75,3.35,3.12,4,Silt loam,19,10,NA,NA
Teemusk,58.37,26.73,Temperate,Grassland,Managed,219,396,NA,2015,-0.907,-0.63,-1.259,-0.373,7.46,7.65,7.58,0.354,0.349,22.36,2.73,3.2,2,Loamy sand,19,1,NA,NA
Teemusk,58.38,26.72,Temperate,Grassland,Managed,388,547,NA,2015,-0.241,-0.499,-0.498,-0.221,7.46,7.65,7.58,0.354,0.349,22.36,2.73,3.2,2,Loamy sand,19,1,NA,NA
Teemusk,59.41,24.66,Temperate,Grassland,Managed,611,541,NA,2015,-0.035,-0.359,-0.313,0.085,7.51,7.75,7.67,0.299,0.295,22.47,4.73,2.66,2,Loamy sand,18,1,NA,NA
Teemusk,59.4,24.37,Temperate,Grassland,Natural,684,815,NA,2015,-0.197,-0.536,-0.39,0.089,7.65,7.89,7.82,0.342,0.339,23.33,4.69,2.82,2,Loamy sand,3,1,718.3,1099.6
